gene_name,pair,source,flank_hit_class
Adam10_Heart_Any,chr9:70668352-70672784_chr9:70920845-70928681,enhancer_hit,single
Adam10_Heart_E11.5,chr9:70668352-70672784_chr9:70920845-70928681,enhancer_hit,single
Adam19_Heart_Any,chr11:46109001-46113178_chr11:46200598-46203223,enhancer_hit,
Adamts6_Heart_Any,chr13:104626569-104629178_chr13:104651186-104652186,enhancer_hit,
Adamts8_Heart_Any,chr9:30984932-30987085_chr9:31010877-31012498,enhancer_hit,single
Adamts9_Heart_Any,chr6:92986930-92989762_chr6:94224888-94226838,enhancer_hit,single
Adamts9_Heart_Any,chr6:93165520-93168757_chr6:94182084-94187956,enhancer_hit,single
Adamts9_Heart_Any,chr6:93165520-93168757_chr6:94224888-94226838,enhancer_hit,single
Adamts9_Heart_Any,chr6:93648403-93649749_chr6:94412648-94414646,enhancer_hit,single
Adamts9_Heart_Any,chr6:94068382-94070411_chr6:94145697-94146697,enhancer_hit,
Adamts9_Heart_Any,chr6:94182084-94187956_chr6:94224888-94226838,enhancer_hit,single
Adamts9_Heart_Any,chr6:94199830-94206999_chr6:94213649-94219406,enhancer_hit,
Adamts9_Heart_E11.5,chr6:94199830-94206999_chr6:94213649-94219406,enhancer_hit,
Adamts9_Limb_Any,chr6:93165520-93168757_chr6:94182084-94187956,enhancer_hit,single
Adamtsl2_Heart_Any,chr2:27195072-27197017_chr2:27197815-27201647,enhancer_hit,
Adamtsl2_Heart_E11.5,chr2:27195072-27197017_chr2:27197815-27201647,enhancer_hit,
Adcy5_Heart_Any,chr16:35204932-35207831_chr16:35231311-35232423,enhancer_hit,
Adcy6_Heart_Any,chr15:100107621-100113796_chr15:100627224-100629937,enhancer_hit,single
Adcy6_Heart_Any,chr15:98584833-98586471_chr15:100107621-100113796,enhancer_hit,single
Adcy6_Heart_Any,chr15:98584833-98586471_chr15:98614148-98617389,enhancer_hit,single
Adcy6_Heart_Any,chr15:98584833-98586471_chr15:99246582-99249287,enhancer_hit,single
Adcy6_Heart_Any,chr15:98584833-98586471_chr15:99355318-99357779,enhancer_hit,single
Adcy6_Heart_Any,chr15:98584833-98586471_chr15:99363735-99365635,enhancer_hit,single
Adcy6_Heart_Any,chr15:98614148-98617389_chr15:100107621-100113796,enhancer_hit,single
Adcy6_Heart_Any,chr15:98614148-98617389_chr15:99246582-99249287,enhancer_hit,single
Adcy6_Heart_Any,chr15:98614148-98617389_chr15:99355318-99357779,enhancer_hit,single
Adcy6_Heart_Any,chr15:98614148-98617389_chr15:99363735-99365635,enhancer_hit,single
Adcy6_Heart_Any,chr15:99246582-99249287_chr15:100107621-100113796,enhancer_hit,single
Adcy6_Heart_Any,chr15:99355318-99357779_chr15:100107621-100113796,enhancer_hit,single
Adcy6_Heart_Any,chr15:99355318-99357779_chr15:99363735-99365635,enhancer_hit,single
Adcy6_Heart_Any,chr15:99363735-99365635_chr15:100107621-100113796,enhancer_hit,single
Adcy6_Heart_Any,chr15:99363735-99365635_chr15:100627224-100629937,enhancer_hit,single
Adcy6_Heart_E11.5,chr15:100107621-100113796_chr15:100627224-100629937,enhancer_hit,single
Adcy6_Heart_E11.5,chr15:98584833-98586471_chr15:100107621-100113796,enhancer_hit,single
Adcy6_Heart_E11.5,chr15:98584833-98586471_chr15:98614148-98617389,enhancer_hit,single
Adcy6_Heart_E11.5,chr15:98584833-98586471_chr15:99246582-99249287,enhancer_hit,single
Adcy6_Heart_E11.5,chr15:98584833-98586471_chr15:99355318-99357779,enhancer_hit,single
Adcy6_Heart_E11.5,chr15:98614148-98617389_chr15:100107621-100113796,enhancer_hit,single
Adcy6_Heart_E11.5,chr15:98614148-98617389_chr15:99246582-99249287,enhancer_hit,single
Adcy6_Heart_E11.5,chr15:98614148-98617389_chr15:99355318-99357779,enhancer_hit,single
Adcy6_Heart_E11.5,chr15:99246582-99249287_chr15:100107621-100113796,enhancer_hit,single
Adcy6_Heart_E11.5,chr15:99355318-99357779_chr15:100107621-100113796,enhancer_hit,single
Add3_Heart_Any,chr19:53006877-53008256_chr19:53016929-53019131,enhancer_hit,single
Add3_Heart_Any,chr19:53006877-53008256_chr19:53155680-53157251,enhancer_hit,
Add3_Heart_Any,chr19:53006877-53008256_chr19:53575338-53576760,enhancer_hit,single
Add3_Heart_Any,chr19:53016929-53019131_chr19:53155680-53157251,enhancer_hit,single
Add3_Heart_Any,chr19:53016929-53019131_chr19:53575338-53576760,enhancer_hit,single
Add3_Heart_Any,chr19:53021435-53024277_chr19:53216973-53218535,enhancer_hit,single
Add3_Heart_Any,chr19:53148613-53149746_chr19:53197570-53200282,enhancer_hit,single
Add3_Heart_Any,chr19:53155680-53157251_chr19:53575338-53576760,enhancer_hit,single
Add3_Heart_E11.5,chr19:53006877-53008256_chr19:53016929-53019131,enhancer_hit,single
Adk_Heart_Any,chr14:20724813-20726808_chr14:21072819-21080352,enhancer_hit,single
Adk_Heart_Any,chr14:20724813-20726808_chr14:21117407-21120289,enhancer_hit,
Adk_Heart_Any,chr14:20724813-20726808_chr14:21560192-21561726,enhancer_hit,
Adk_Heart_Any,chr14:21072819-21080352_chr14:21560192-21561726,enhancer_hit,single
Adk_Heart_E11.5,chr14:20724813-20726808_chr14:21072819-21080352,enhancer_hit,single
Adk_Heart_E11.5,chr14:20724813-20726808_chr14:21117407-21120289,enhancer_hit,
Adk_Heart_E11.5,chr14:20724813-20726808_chr14:21560192-21561726,enhancer_hit,
Adk_Heart_E11.5,chr14:21072819-21080352_chr14:21560192-21561726,enhancer_hit,single
Adm_Heart_Any,chr7:110116278-110119849_chr7:110318480-110319567,enhancer_hit,
Adora2a_Heart_Any,chr10:75264322-75265724_chr10:75378000-75379434,enhancer_hit,
Adora2a_Heart_E11.5,chr10:75264322-75265724_chr10:75378000-75379434,enhancer_hit,
Adra1d_Heart_Any,chr2:131703344-131705084_chr2:132017992-132023513,enhancer_hit,
Adssl1_Heart_Any,chr12:113105557-113109402_chr12:113124378-113125423,enhancer_hit,single
Afap1_Heart_Any,chr5:35902707-35910211_chr5:36168619-36169738,enhancer_hit,
Afap1_Heart_Any,chr5:35984561-35987132_chr5:36922812-36925271,enhancer_hit,
Afap1_Heart_E11.5,chr5:35984561-35987132_chr5:36922812-36925271,enhancer_hit,
Afap1l1_Forebrain_Any,chr18:61757775-61764035_chr18:61780429-61784202,enhancer_hit,single
Afap1l1_Heart_Any,chr18:61757775-61764035_chr18:61765127-61769347,enhancer_hit,
Afap1l1_Heart_Any,chr18:61757775-61764035_chr18:61775038-61779711,enhancer_hit,single
Afap1l1_Heart_Any,chr18:61757775-61764035_chr18:61780429-61784202,enhancer_hit,single
Afap1l1_Heart_Any,chr18:61765127-61769347_chr18:61775038-61779711,enhancer_hit,single
Afap1l1_Heart_Any,chr18:61775038-61779711_chr18:62000884-62003003,enhancer_hit,
Afap1l1_Heart_Any,chr18:61916537-61918607_chr18:62000884-62003003,enhancer_hit,single
Afap1l1_Heart_E11.5,chr18:61757775-61764035_chr18:61765127-61769347,enhancer_hit,
Afap1l1_Heart_E11.5,chr18:61757775-61764035_chr18:61775038-61779711,enhancer_hit,single
Afap1l1_Heart_E11.5,chr18:61757775-61764035_chr18:61780429-61784202,enhancer_hit,single
Afap1l1_Heart_E11.5,chr18:61765127-61769347_chr18:61775038-61779711,enhancer_hit,single
Afap1l1_Heart_E11.5,chr18:61775038-61779711_chr18:62000884-62003003,enhancer_hit,
Aff1_Heart_Any,chr5:103734780-103743258_chr5:103757759-103764156,enhancer_hit,single
Aff1_Heart_Any,chr5:103734780-103743258_chr5:103769035-103781097,enhancer_hit,single
Aff1_Heart_Any,chr5:103734780-103743258_chr5:103827738-103829958,enhancer_hit,single
Aff1_Heart_Any,chr5:103757759-103764156_chr5:103769035-103781097,enhancer_hit,single
Aff1_Heart_Any,chr5:103757759-103764156_chr5:103827738-103829958,enhancer_hit,
Aff1_Heart_Any,chr5:103769035-103781097_chr5:103827738-103829958,enhancer_hit,
Aff1_Heart_E11.5,chr5:103734780-103743258_chr5:103757759-103764156,enhancer_hit,single
Aff1_Heart_E11.5,chr5:103734780-103743258_chr5:103769035-103781097,enhancer_hit,single
Aff1_Heart_E11.5,chr5:103734780-103743258_chr5:103827738-103829958,enhancer_hit,single
Aff1_Heart_E11.5,chr5:103757759-103764156_chr5:103769035-103781097,enhancer_hit,single
Aff1_Heart_E11.5,chr5:103757759-103764156_chr5:103827738-103829958,enhancer_hit,
Aff1_Heart_E11.5,chr5:103769035-103781097_chr5:103827738-103829958,enhancer_hit,
Aff1_Limb_Any,chr5:103757759-103764156_chr5:103769035-103781097,enhancer_hit,single
Aff1_Limb_E11.5,chr5:103757759-103764156_chr5:103769035-103781097,enhancer_hit,single
Agmat_Heart_Any,chr4:141524478-141525523_chr4:141718722-141720919,enhancer_hit,single
Agmat_Heart_Any,chr4:141524478-141525523_chr4:141765848-141768600,enhancer_hit,single
Agmat_Heart_Any,chr4:141718722-141720919_chr4:141765848-141768600,enhancer_hit,single
Agmat_Heart_E11.5,chr4:141524478-141525523_chr4:141765848-141768600,enhancer_hit,single
Agpat2_Heart_Any,chr2:26117720-26120318_chr2:26512883-26517523,enhancer_hit,
Agpat9_Heart_Any,chr5:100835146-100839148_chr5:100863943-100865884,enhancer_hit,single
Agpat9_Heart_Any,chr5:100835146-100839148_chr5:102044423-102046952,enhancer_hit,single
Agpat9_Heart_Any,chr5:100863943-100865884_chr5:102044423-102046952,enhancer_hit,single
Agpat9_Heart_E11.5,chr5:100835146-100839148_chr5:102044423-102046952,enhancer_hit,single
Agpat9_Limb_Any,chr5:100835146-100839148_chr5:102044423-102046952,enhancer_hit,single
Ahdc1_Forebrain_Any,chr4:132937146-132939612_chr4:132982204-132984933,enhancer_hit,single
Ahdc1_Forebrain_Any,chr4:132937146-132939612_chr4:133002172-133004447,enhancer_hit,single
Ahdc1_Forebrain_Any,chr4:132982204-132984933_chr4:133041992-133053882,enhancer_hit,single
Ahdc1_Forebrain_Any,chr4:132982204-132984933_chr4:133067592-133071356,enhancer_hit,single
Ahdc1_Forebrain_Any,chr4:132982204-132984933_chr4:133072947-133077265,enhancer_hit,single
Ahdc1_Forebrain_Any,chr4:132982204-132984933_chr4:133087973-133096147,enhancer_hit,single
Ahdc1_Forebrain_Any,chr4:133002172-133004447_chr4:133087973-133096147,enhancer_hit,
Ahdc1_Forebrain_Any,chr4:133067592-133071356_chr4:133072947-133077265,enhancer_hit,single
Ahdc1_Forebrain_Any,chr4:133067592-133071356_chr4:133087973-133096147,enhancer_hit,single
Ahdc1_Forebrain_Any,chr4:133072947-133077265_chr4:133087973-133096147,enhancer_hit,single
Ahdc1_Forebrain_E11.5,chr4:132982204-132984933_chr4:133041992-133053882,enhancer_hit,single
Ahdc1_Forebrain_E11.5,chr4:132982204-132984933_chr4:133087973-133096147,enhancer_hit,single
Ahdc1_Heart_Any,chr4:132937146-132939612_chr4:132982204-132984933,enhancer_hit,single
Ahdc1_Heart_Any,chr4:132937146-132939612_chr4:133002172-133004447,enhancer_hit,single
Ahdc1_Heart_Any,chr4:132982204-132984933_chr4:133041992-133053882,enhancer_hit,single
Ahdc1_Heart_Any,chr4:132982204-132984933_chr4:133067592-133071356,enhancer_hit,single
Ahdc1_Heart_Any,chr4:132982204-132984933_chr4:133072947-133077265,enhancer_hit,single
Ahdc1_Heart_Any,chr4:132982204-132984933_chr4:133087973-133096147,enhancer_hit,single
Ahdc1_Heart_Any,chr4:133002172-133004447_chr4:133087973-133096147,enhancer_hit,
Ahdc1_Heart_Any,chr4:133067592-133071356_chr4:133072947-133077265,enhancer_hit,single
Ahdc1_Heart_Any,chr4:133067592-133071356_chr4:133087973-133096147,enhancer_hit,single
Ahdc1_Heart_Any,chr4:133072947-133077265_chr4:133087973-133096147,enhancer_hit,single
Ahdc1_Heart_E11.5,chr4:132937146-132939612_chr4:132982204-132984933,enhancer_hit,single
Ahdc1_Heart_E11.5,chr4:132937146-132939612_chr4:133002172-133004447,enhancer_hit,single
Ahdc1_Heart_E11.5,chr4:132982204-132984933_chr4:133041992-133053882,enhancer_hit,single
Ahdc1_Heart_E11.5,chr4:132982204-132984933_chr4:133067592-133071356,enhancer_hit,single
Ahdc1_Heart_E11.5,chr4:132982204-132984933_chr4:133072947-133077265,enhancer_hit,single
Ahdc1_Heart_E11.5,chr4:132982204-132984933_chr4:133087973-133096147,enhancer_hit,single
Ahdc1_Heart_E11.5,chr4:133002172-133004447_chr4:133087973-133096147,enhancer_hit,
Ahdc1_Heart_E11.5,chr4:133067592-133071356_chr4:133072947-133077265,enhancer_hit,single
Ahdc1_Heart_E11.5,chr4:133067592-133071356_chr4:133087973-133096147,enhancer_hit,single
Ahdc1_Heart_E11.5,chr4:133072947-133077265_chr4:133087973-133096147,enhancer_hit,single
Ahdc1_Limb_Any,chr4:132937146-132939612_chr4:132982204-132984933,enhancer_hit,single
Ahdc1_Limb_Any,chr4:132982204-132984933_chr4:133041992-133053882,enhancer_hit,single
Ahdc1_Limb_Any,chr4:132982204-132984933_chr4:133067592-133071356,enhancer_hit,single
Ahdc1_Limb_Any,chr4:132982204-132984933_chr4:133072947-133077265,enhancer_hit,single
Ahdc1_Limb_Any,chr4:132982204-132984933_chr4:133087973-133096147,enhancer_hit,single
Ahdc1_Limb_Any,chr4:133067592-133071356_chr4:133072947-133077265,enhancer_hit,single
Ahdc1_Limb_Any,chr4:133067592-133071356_chr4:133087973-133096147,enhancer_hit,single
Ahdc1_Limb_Any,chr4:133072947-133077265_chr4:133087973-133096147,enhancer_hit,single
Ahdc1_Limb_E11.5,chr4:132937146-132939612_chr4:132982204-132984933,enhancer_hit,single
Ahdc1_Limb_E11.5,chr4:132982204-132984933_chr4:133041992-133053882,enhancer_hit,single
Ahdc1_Limb_E11.5,chr4:132982204-132984933_chr4:133067592-133071356,enhancer_hit,single
Ahdc1_Limb_E11.5,chr4:132982204-132984933_chr4:133072947-133077265,enhancer_hit,single
Ahdc1_Limb_E11.5,chr4:132982204-132984933_chr4:133087973-133096147,enhancer_hit,single
Ahdc1_Limb_E11.5,chr4:133067592-133071356_chr4:133072947-133077265,enhancer_hit,single
Ahdc1_Limb_E11.5,chr4:133067592-133071356_chr4:133087973-133096147,enhancer_hit,single
Ahdc1_Limb_E11.5,chr4:133072947-133077265_chr4:133087973-133096147,enhancer_hit,single
Ahnak_Heart_Any,chr19:8980208-8986783_chr19:8991783-8999405,enhancer_hit,
Ahnak_Heart_Any,chr19:8980208-8986783_chr19:9069269-9075330,enhancer_hit,single
Ahnak_Heart_Any,chr19:8991783-8999405_chr19:9069269-9075330,enhancer_hit,
Ahnak_Heart_Any,chr19:9021961-9024149_chr19:9069269-9075330,enhancer_hit,
Ahnak_Heart_Any,chr19:9021961-9024149_chr19:9104042-9108218,enhancer_hit,single
Ahnak_Heart_Any,chr19:9069269-9075330_chr19:9104042-9108218,enhancer_hit,
Ahnak_Heart_E11.5,chr19:8980208-8986783_chr19:8991783-8999405,enhancer_hit,
Ahnak_Heart_E11.5,chr19:8980208-8986783_chr19:9069269-9075330,enhancer_hit,single
Ahnak_Heart_E11.5,chr19:8991783-8999405_chr19:9069269-9075330,enhancer_hit,
Ahnak_Heart_E11.5,chr19:9069269-9075330_chr19:9104042-9108218,enhancer_hit,
Ahnak_Limb_Any,chr19:8980208-8986783_chr19:8991783-8999405,enhancer_hit,
Ahnak_Limb_Any,chr19:8980208-8986783_chr19:9069269-9075330,enhancer_hit,single
Ahnak_Limb_Any,chr19:8991783-8999405_chr19:9069269-9075330,enhancer_hit,
Ahnak_Limb_Any,chr19:9021961-9024149_chr19:9069269-9075330,enhancer_hit,
Ahnak_Limb_Any,chr19:9021961-9024149_chr19:9104042-9108218,enhancer_hit,single
Ahnak_Limb_Any,chr19:9069269-9075330_chr19:9104042-9108218,enhancer_hit,
Aif1l_Heart_Any,chr2:31726806-31730129_chr2:31952975-31955764,enhancer_hit,
Aif1l_Heart_Any,chr2:31726806-31730129_chr2:32837730-32839890,enhancer_hit,double
Aif1l_Heart_Any,chr2:31952975-31955764_chr2:32103465-32106629,enhancer_hit,
Aif1l_Heart_E11.5,chr2:31726806-31730129_chr2:31952975-31955764,enhancer_hit,
Aif1l_Heart_E11.5,chr2:31726806-31730129_chr2:32837730-32839890,enhancer_hit,double
Aif1l_Heart_E11.5,chr2:31952975-31955764_chr2:32103465-32106629,enhancer_hit,
Aifm2_Heart_Any,chr10:61751063-61752590_chr10:62854446-62856995,enhancer_hit,single
Airn_Forebrain_Any,chr17:12716716-12727986_chr17:12743897-12761692,enhancer_hit,
Airn_Forebrain_Any,chr17:12716716-12727986_chr17:12788281-12802675,enhancer_hit,single
Airn_Forebrain_Any,chr17:12743897-12761692_chr17:12788281-12802675,enhancer_hit,single
Airn_Heart_Any,chr17:12716716-12727986_chr17:12732865-12738810,enhancer_hit,
Airn_Heart_Any,chr17:12716716-12727986_chr17:12743897-12761692,enhancer_hit,
Airn_Heart_Any,chr17:12716716-12727986_chr17:12762518-12767164,enhancer_hit,
Airn_Heart_Any,chr17:12716716-12727986_chr17:12773130-12775597,enhancer_hit,
Airn_Heart_Any,chr17:12716716-12727986_chr17:12788281-12802675,enhancer_hit,single
Airn_Heart_Any,chr17:12716716-12727986_chr17:12886483-12887965,enhancer_hit,
Airn_Heart_Any,chr17:12732865-12738810_chr17:12743897-12761692,enhancer_hit,
Airn_Heart_Any,chr17:12732865-12738810_chr17:12762518-12767164,enhancer_hit,
Airn_Heart_Any,chr17:12732865-12738810_chr17:12773130-12775597,enhancer_hit,
Airn_Heart_Any,chr17:12732865-12738810_chr17:12788281-12802675,enhancer_hit,
Airn_Heart_Any,chr17:12732865-12738810_chr17:12886483-12887965,enhancer_hit,
Airn_Heart_Any,chr17:12743897-12761692_chr17:12762518-12767164,enhancer_hit,
Airn_Heart_Any,chr17:12743897-12761692_chr17:12773130-12775597,enhancer_hit,single
Airn_Heart_Any,chr17:12743897-12761692_chr17:12788281-12802675,enhancer_hit,single
Airn_Heart_Any,chr17:12743897-12761692_chr17:12886483-12887965,enhancer_hit,
Airn_Heart_Any,chr17:12762518-12767164_chr17:12773130-12775597,enhancer_hit,single
Airn_Heart_Any,chr17:12762518-12767164_chr17:12788281-12802675,enhancer_hit,single
Airn_Heart_Any,chr17:12762518-12767164_chr17:12886483-12887965,enhancer_hit,single
Airn_Heart_Any,chr17:12773130-12775597_chr17:12788281-12802675,enhancer_hit,single
Airn_Heart_Any,chr17:12773130-12775597_chr17:12886483-12887965,enhancer_hit,single
Airn_Heart_Any,chr17:12788281-12802675_chr17:12886483-12887965,enhancer_hit,single
Airn_Heart_E11.5,chr17:12716716-12727986_chr17:12732865-12738810,enhancer_hit,
Airn_Heart_E11.5,chr17:12716716-12727986_chr17:12743897-12761692,enhancer_hit,
Airn_Heart_E11.5,chr17:12716716-12727986_chr17:12762518-12767164,enhancer_hit,
Airn_Heart_E11.5,chr17:12716716-12727986_chr17:12773130-12775597,enhancer_hit,
Airn_Heart_E11.5,chr17:12716716-12727986_chr17:12788281-12802675,enhancer_hit,single
Airn_Heart_E11.5,chr17:12732865-12738810_chr17:12743897-12761692,enhancer_hit,
Airn_Heart_E11.5,chr17:12732865-12738810_chr17:12762518-12767164,enhancer_hit,
Airn_Heart_E11.5,chr17:12732865-12738810_chr17:12773130-12775597,enhancer_hit,
Airn_Heart_E11.5,chr17:12732865-12738810_chr17:12788281-12802675,enhancer_hit,
Airn_Heart_E11.5,chr17:12743897-12761692_chr17:12762518-12767164,enhancer_hit,
Airn_Heart_E11.5,chr17:12743897-12761692_chr17:12773130-12775597,enhancer_hit,single
Airn_Heart_E11.5,chr17:12743897-12761692_chr17:12788281-12802675,enhancer_hit,single
Airn_Heart_E11.5,chr17:12762518-12767164_chr17:12773130-12775597,enhancer_hit,single
Airn_Heart_E11.5,chr17:12762518-12767164_chr17:12788281-12802675,enhancer_hit,single
Airn_Heart_E11.5,chr17:12773130-12775597_chr17:12788281-12802675,enhancer_hit,single
Airn_Limb_Any,chr17:12716716-12727986_chr17:12732865-12738810,enhancer_hit,
Airn_Limb_Any,chr17:12716716-12727986_chr17:12743897-12761692,enhancer_hit,
Airn_Limb_Any,chr17:12716716-12727986_chr17:12762518-12767164,enhancer_hit,
Airn_Limb_Any,chr17:12716716-12727986_chr17:12788281-12802675,enhancer_hit,single
Airn_Limb_Any,chr17:12716716-12727986_chr17:12843663-12845620,enhancer_hit,
Airn_Limb_Any,chr17:12716716-12727986_chr17:12886483-12887965,enhancer_hit,
Airn_Limb_Any,chr17:12732865-12738810_chr17:12743897-12761692,enhancer_hit,
Airn_Limb_Any,chr17:12732865-12738810_chr17:12762518-12767164,enhancer_hit,
Airn_Limb_Any,chr17:12732865-12738810_chr17:12788281-12802675,enhancer_hit,
Airn_Limb_Any,chr17:12732865-12738810_chr17:12886483-12887965,enhancer_hit,
Airn_Limb_Any,chr17:12743897-12761692_chr17:12762518-12767164,enhancer_hit,
Airn_Limb_Any,chr17:12743897-12761692_chr17:12788281-12802675,enhancer_hit,single
Airn_Limb_Any,chr17:12743897-12761692_chr17:12843663-12845620,enhancer_hit,single
Airn_Limb_Any,chr17:12743897-12761692_chr17:12886483-12887965,enhancer_hit,
Airn_Limb_Any,chr17:12762518-12767164_chr17:12788281-12802675,enhancer_hit,single
Airn_Limb_Any,chr17:12762518-12767164_chr17:12843663-12845620,enhancer_hit,single
Airn_Limb_Any,chr17:12762518-12767164_chr17:12886483-12887965,enhancer_hit,single
Airn_Limb_Any,chr17:12788281-12802675_chr17:12843663-12845620,enhancer_hit,single
Airn_Limb_Any,chr17:12788281-12802675_chr17:12886483-12887965,enhancer_hit,single
Airn_Limb_E11.5,chr17:12716716-12727986_chr17:12732865-12738810,enhancer_hit,
Airn_Limb_E11.5,chr17:12716716-12727986_chr17:12743897-12761692,enhancer_hit,
Airn_Limb_E11.5,chr17:12716716-12727986_chr17:12762518-12767164,enhancer_hit,
Airn_Limb_E11.5,chr17:12716716-12727986_chr17:12788281-12802675,enhancer_hit,single
Airn_Limb_E11.5,chr17:12732865-12738810_chr17:12743897-12761692,enhancer_hit,
Airn_Limb_E11.5,chr17:12732865-12738810_chr17:12762518-12767164,enhancer_hit,
Airn_Limb_E11.5,chr17:12732865-12738810_chr17:12788281-12802675,enhancer_hit,
Airn_Limb_E11.5,chr17:12743897-12761692_chr17:12762518-12767164,enhancer_hit,
