shadowset	pair_dir	enhancer_a	enhancer_b	feat_space	size_a	size_b	hits_a	hits_b	intersection	union	jaccard	cosine	overlap_coeff	weighted_jaccard	bray_curtis_sim	hellinger_sim	pos_jsd_sim	group	fimo_a	fimo_b	all_tfbs_jaccard_count	mesoderm_jaccard_count
FBgn0000014_vm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000014_vm/chr3R_16737098-16737410__chr3R_16813228-16813680	chr3R:16737098-16737410	chr3R:16813228-16813680	name	51	97	78	250	32	116	0.275862	0.559003	0.627451	0.0	0.280488	0.313268	1.0	neither	yes	yes	0.15384615384615385	0.09090909090909091
FBgn0000014_vm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000014_vm/chr3R_16737098-16737410__chr3R_16841943-16842333	chr3R:16737098-16737410	chr3R:16841943-16842333	name	51	113	78	249	39	125	0.312	0.35015	0.764706	0.0	0.281346	0.25943	1.0	neither	yes	yes	0.1543859649122807	0.14814814814814814
FBgn0038056_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0038056_sm/chr3R_12467679-12468072__chr3R_12502172-12502620	chr3R:12467679-12468072	chr3R:12502172-12502620	name	38	51	124	138	38	51	0.745098	0.98583	1.0	0.0	0.900763	0.753778	1.0	enhancer_hit	yes	yes	0.8082191780821918	0.7692307692307693
FBgn0038056_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0038056_sm/chr3R_12502172-12502620__chr3R_12505525-12505897	chr3R:12502172-12502620	chr3R:12505525-12505897	name	51	39	138	116	39	51	0.764706	0.989462	1.0	0.0	0.913386	0.767771	1.0	enhancer_hit	yes	yes	0.841726618705036	0.8333333333333334
FBgn0038056_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0038056_sm/chr3R_12477322-12477683__chr3R_12505525-12505897	chr3R:12477322-12477683	chr3R:12505525-12505897	name	41	39	127	116	29	51	0.568627	0.935622	0.74359	0.0	0.73251	0.595433	1.0	enhancer_hit	yes	yes	0.5705128205128205	0.7272727272727273
FBgn0038056_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0038056_sm/chr3R_12477322-12477683__chr3R_12502172-12502620	chr3R:12477322-12477683	chr3R:12502172-12502620	name	41	51	127	138	33	59	0.559322	0.924843	0.804878	0.0	0.709434	0.585964	1.0	enhancer_hit	yes	yes	0.5344827586206896	0.6153846153846154
FBgn0038056_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0038056_sm/chr3R_12467679-12468072__chr3R_12477322-12477683	chr3R:12467679-12468072	chr3R:12477322-12477683	name	38	41	124	127	29	50	0.58	0.927899	0.763158	0.0	0.693227	0.591004	1.0	enhancer_hit	yes	yes	0.5240963855421686	0.5384615384615384
FBgn0038056_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0038056_sm/chr3R_12467679-12468072__chr3R_12505525-12505897	chr3R:12467679-12468072	chr3R:12505525-12505897	name	38	39	124	116	38	39	0.974359	0.995336	1.0	0.0	0.933333	0.90539	1.0	enhancer_hit	yes	yes	0.875968992248062	0.75
FBgn0015019_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0015019_Spearman/chr3R_16715587-16715916__chr3R_16744397-16744662	chr3R:16715587-16715916	chr3R:16744397-16744662	name	64	31	117	53	20	75	0.266667	0.340998	0.645161	0.0	0.341176	0.264798	1.0	flank_hit	yes	yes	0.18620689655172415	0.23809523809523808
FBgn0033891_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0033891_sm/chr2R_13653626-13653909__chr2R_13656883-13657258	chr2R:13653626-13653909	chr2R:13656883-13657258	name	50	99	64	148	36	113	0.318584	0.423571	0.72	0.0	0.386792	0.301756	1.0	neither	yes	yes	0.2159090909090909	0.2777777777777778
FBgn0030794_vm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0030794_vm/chrX_16750137-16750514__chrX_16752356-16752964	chrX:16750137-16750514	chrX:16752356-16752964	name	100	83	184	183	57	126	0.452381	0.590927	0.686747	0.0	0.463215	0.376857	1.0	neither	yes	yes	0.2992957746478873	0.20833333333333334
FBgn0030794_vm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0030794_vm/chrX_16750137-16750514__chrX_16773523-16773913	chrX:16750137-16750514	chrX:16773523-16773913	name	100	107	184	374	78	129	0.604651	0.785904	0.78	0.0	0.508961	0.547968	1.0	neither	yes	yes	0.33651551312649164	0.4444444444444444
FBgn0030794_vm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0030794_vm/chrX_16750137-16750514__chrX_16751072-16751473	chrX:16750137-16750514	chrX:16751072-16751473	name	100	88	184	167	58	130	0.446154	0.451992	0.659091	0.0	0.450142	0.371211	1.0	neither	yes	yes	0.28363636363636363	0.125
FBgn0030794_vm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0030794_vm/chrX_16751072-16751473__chrX_16752356-16752964	chrX:16751072-16751473	chrX:16752356-16752964	name	88	83	167	183	52	119	0.436975	0.595917	0.626506	0.0	0.502857	0.400664	1.0	neither	yes	yes	0.3283018867924528	0.2857142857142857
FBgn0030794_vm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0030794_vm/chrX_16751072-16751473__chrX_16773523-16773913	chrX:16751072-16751473	chrX:16773523-16773913	name	88	107	167	374	75	120	0.625	0.523875	0.852273	0.0	0.417745	0.490975	1.0	neither	yes	yes	0.2569444444444444	0.21739130434782608
FBgn0030794_vm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0030794_vm/chrX_16752356-16752964__chrX_16773523-16773913	chrX:16752356-16752964	chrX:16773523-16773913	name	83	107	183	374	64	126	0.507937	0.625497	0.771084	0.0	0.445242	0.425877	1.0	neither	yes	yes	0.2762557077625571	0.15384615384615385
FBgn0042650_vm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0042650_vm/chrX_16080250-16080450__chrX_16108626-16109199	chrX:16080250-16080450	chrX:16108626-16109199	name	29	74	35	211	15	88	0.170455	0.132424	0.517241	0.0	0.130081	0.139904	1.0	neither	yes	yes	0.06437768240343347	0.0625
FBgn0042650_vm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0042650_vm/chrX_16040766-16041067__chrX_16108626-16109199	chrX:16040766-16041067	chrX:16108626-16109199	name	87	74	116	211	49	112	0.4375	0.535524	0.662162	0.0	0.379205	0.35337	1.0	neither	yes	yes	0.22761194029850745	0.4117647058823529
FBgn0042650_vm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0042650_vm/chrX_16040766-16041067__chrX_16080250-16080450	chrX:16040766-16041067	chrX:16080250-16080450	name	87	29	116	35	9	107	0.084112	0.307778	0.310345	0.0	0.15894	0.131958	1.0	neither	yes	yes	0.07746478873239436	0.08333333333333333
FBgn0003204_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003204_sm/chrX_10688693-10688893__chrX_10723377-10723600	chrX:10688693-10688893	chrX:10723377-10723600	name	60	75	90	142	32	103	0.31068	0.537292	0.533333	0.0	0.362069	0.288419	1.0	neither	yes	yes	0.21243523316062177	0.0
FBgn0000406_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000406_Spearman/chr2L_16757034-16757234__chr2L_16764311-16764631	chr2L:16757034-16757234	chr2L:16764311-16764631	name	18	57	23	91	9	66	0.136364	0.281963	0.5	0.0	0.175439	0.168339	1.0	neither	yes	yes	0.08411214953271028	0.0
FBgn0000721_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000721_Spearman/chr2L_3609083-3609283__chr2L_3613425-3613748	chr2L:3609083-3609283	chr2L:3613425-3613748	name	43	46	63	77	21	68	0.308824	0.442757	0.488372	0.0	0.4	0.2956	1.0	neither	yes	yes	0.21367521367521367	0.2857142857142857
FBgn0041096_vm_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0041096_vm_sm/chr3L_12043527-12044019__chr3L_12047380-12047625	chr3L:12043527-12044019	chr3L:12047380-12047625	name	48	85	88	166	14	119	0.117647	0.13007	0.291667	0.0	0.11811	0.098421	1.0	neither	yes	yes	0.06224066390041494	0.14285714285714285
FBgn0041096_vm_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0041096_vm_sm/chr3L_11973666-11973958__chr3L_12043527-12044019	chr3L:11973666-11973958	chr3L:12043527-12044019	name	49	48	70	88	21	76	0.276316	0.36163	0.4375	0.0	0.329114	0.246104	1.0	neither	yes	yes	0.19402985074626866	0.38461538461538464
FBgn0041096_vm_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0041096_vm_sm/chr3L_11973666-11973958__chr3L_12044554-12045005	chr3L:11973666-11973958	chr3L:12044554-12045005	name	49	56	70	88	23	82	0.280488	0.485682	0.469388	0.0	0.367089	0.287428	1.0	neither	yes	yes	0.18518518518518517	0.2631578947368421
FBgn0041096_vm_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0041096_vm_sm/chr3L_11973666-11973958__chr3L_12047380-12047625	chr3L:11973666-11973958	chr3L:12047380-12047625	name	49	85	70	166	24	110	0.218182	0.40899	0.489796	0.0	0.245763	0.22026	1.0	neither	yes	yes	0.14423076923076922	0.125
FBgn0041096_vm_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0041096_vm_sm/chr3L_12044554-12045005__chr3L_12047380-12047625	chr3L:12044554-12045005	chr3L:12047380-12047625	name	56	85	88	166	30	111	0.27027	0.332582	0.535714	0.0	0.283465	0.224255	1.0	neither	yes	yes	0.14798206278026907	0.15789473684210525
FBgn0041096_vm_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0041096_vm_sm/chr3L_12043527-12044019__chr3L_12044554-12045005	chr3L:12043527-12044019	chr3L:12044554-12045005	name	48	56	88	88	26	78	0.333333	0.511899	0.541667	0.0	0.420455	0.319345	1.0	neither	yes	yes	0.24475524475524477	0.2222222222222222
FBgn0050460_vm_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0050460_vm_sm/chr2R_16703381-16703786__chr2R_16705772-16705972	chr2R:16703381-16703786	chr2R:16705772-16705972	name	99	24	342	35	8	115	0.069565	0.100734	0.333333	0.0	0.047745	0.068951	1.0	neither	yes	yes	0.024324324324324326	0.037037037037037035
FBgn0022960_vm_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0022960_vm_sm/chr2R_6608594-6608985__chr2R_6626145-6626383	chr2R:6608594-6608985	chr2R:6626145-6626383	name	103	41	197	88	34	110	0.309091	0.140606	0.829268	0.0	0.252632	0.21637	1.0	neither	yes	yes	0.1388888888888889	0.05263157894736842
FBgn0027111_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0027111_Spearman/chr3L_247505-247705__chr3L_260322-260568	chr3L:247505-247705	chr3L:260322-260568	name	70	31	143	40	12	89	0.134831	0.311649	0.387097	0.0	0.153005	0.158888	1.0	neither	yes	yes	0.06321839080459771	0.09090909090909091
FBgn0027111_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0027111_Spearman/chr3L_247505-247705__chr3L_255201-255682	chr3L:247505-247705	chr3L:255201-255682	name	70	50	143	88	17	103	0.165049	0.155031	0.34	0.0	0.155844	0.122875	1.0	neither	yes	yes	0.07373271889400922	0.0625
FBgn0027111_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0027111_Spearman/chr3L_255201-255682__chr3L_260322-260568	chr3L:255201-255682	chr3L:260322-260568	name	50	31	88	40	12	69	0.173913	0.311051	0.387097	0.0	0.234375	0.175371	1.0	neither	yes	yes	0.1206896551724138	0.1875
FBgn0013750_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0013750_sm/chr2R_14935843-14936180__chr2R_14976541-14977128	chr2R:14935843-14936180	chr2R:14976541-14977128	name	98	111	184	336	82	127	0.645669	0.798426	0.836735	0.0	0.619231	0.597479	1.0	neither	yes	yes	0.4340659340659341	0.52
FBgn0013750_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0013750_sm/chr2R_14936533-14936887__chr2R_14976541-14977128	chr2R:14936533-14936887	chr2R:14976541-14977128	name	69	111	94	336	56	124	0.451613	0.517315	0.811594	0.0	0.330233	0.375686	1.0	neither	yes	yes	0.19008264462809918	0.25
FBgn0013750_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0013750_sm/chr2R_14935843-14936180__chr2R_14936533-14936887	chr2R:14935843-14936180	chr2R:14936533-14936887	name	98	69	184	94	47	120	0.391667	0.504404	0.681159	0.0	0.410072	0.338002	1.0	neither	yes	yes	0.2556053811659193	0.3333333333333333
FBgn0020766_vm_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0020766_vm_sm/chr2R_13555091-13555340__chr2R_13594497-13594795	chr2R:13555091-13555340	chr2R:13594497-13594795	name	35	43	52	61	19	59	0.322034	0.331757	0.542857	0.0	0.371681	0.255965	1.0	neither	yes	yes	0.21052631578947367	0.0
FBgn0040066_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0040066_sm/chrX_2478545-2478872__chrX_2479970-2480240	chrX:2478545-2478872	chrX:2479970-2480240	name	98	36	346	65	21	113	0.185841	0.191005	0.583333	0.0	0.141119	0.153347	1.0	neither	yes	yes	0.07552083333333333	0.11538461538461539
FBgn0004110_vm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0004110_vm/chr3R_21388520-21388798__chr3R_21393784-21394075	chr3R:21388520-21388798	chr3R:21393784-21394075	name	42	95	74	170	19	118	0.161017	0.424585	0.452381	0.0	0.270492	0.193684	1.0	neither	yes	yes	0.14953271028037382	0.11764705882352941
FBgn0004110_vm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0004110_vm/chr3R_21393784-21394075__chr3R_21396772-21397111	chr3R:21393784-21394075	chr3R:21396772-21397111	name	95	75	170	118	50	120	0.416667	0.581865	0.666667	0.0	0.479167	0.379114	1.0	neither	yes	yes	0.3063063063063063	0.21052631578947367
FBgn0004110_vm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0004110_vm/chr3R_21393784-21394075__chr3R_21426735-21426998	chr3R:21393784-21394075	chr3R:21426735-21426998	name	95	47	170	71	26	116	0.224138	0.431551	0.553191	0.0	0.298755	0.237715	1.0	flank_hit	yes	yes	0.16267942583732056	0.16666666666666666
FBgn0004110_vm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0004110_vm/chr3R_21396772-21397111__chr3R_21426735-21426998	chr3R:21396772-21397111	chr3R:21426735-21426998	name	75	47	118	71	24	98	0.244898	0.336437	0.510638	0.0	0.306878	0.219325	1.0	neither	yes	yes	0.15757575757575756	0.13333333333333333
FBgn0004110_vm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0004110_vm/chr3R_21388520-21388798__chr3R_21426735-21426998	chr3R:21388520-21388798	chr3R:21426735-21426998	name	42	47	74	71	21	68	0.308824	0.439693	0.5	0.0	0.4	0.275134	1.0	neither	yes	yes	0.225	0.18181818181818182
FBgn0004110_vm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0004110_vm/chr3R_21388520-21388798__chr3R_21396772-21397111	chr3R:21388520-21388798	chr3R:21396772-21397111	name	42	75	74	118	28	89	0.314607	0.605504	0.666667	0.0	0.458333	0.332376	1.0	neither	yes	yes	0.30201342281879195	0.375
FBgn0001077_meso	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0001077_meso/chr3R_6845754-6846203__chr3R_6885321-6885521	chr3R:6845754-6846203	chr3R:6885321-6885521	name	87	36	191	57	22	101	0.217822	0.379919	0.611111	0.0	0.25	0.260032	1.0	neither	yes	yes	0.12612612612612611	0.05555555555555555
FBgn0036000_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0036000_sm/chr3L_9442724-9443197__chr3L_9446026-9446417	chr3L:9442724-9443197	chr3L:9446026-9446417	name	119	67	303	102	54	132	0.409091	0.505797	0.80597	0.0	0.350617	0.354404	1.0	neither	yes	yes	0.20771513353115728	0.28
FBgn0004652_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0004652_sm/chr3R_18399087-18399506__chr3R_18412271-18412574	chr3R:18399087-18399506	chr3R:18412271-18412574	name	100	45	169	67	30	115	0.26087	0.413334	0.666667	0.0	0.313559	0.261867	1.0	neither	yes	yes	0.1782178217821782	0.1
FBgn0004652_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0004652_sm/chr3R_18584104-18584359__chr3R_18585296-18585648	chr3R:18584104-18584359	chr3R:18585296-18585648	name	50	108	70	347	31	127	0.244094	0.331002	0.62	0.0	0.191847	0.220933	1.0	neither	yes	yes	0.09973753280839895	0.04
FBgn0004652_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0004652_sm/chr3R_18399087-18399506__chr3R_18584104-18584359	chr3R:18399087-18399506	chr3R:18584104-18584359	name	100	50	169	70	34	116	0.293103	0.321386	0.68	0.0	0.32636	0.252518	1.0	neither	yes	yes	0.18137254901960784	0.0
FBgn0004652_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0004652_sm/chr3R_18412271-18412574__chr3R_18584104-18584359	chr3R:18412271-18412574	chr3R:18584104-18584359	name	45	50	67	70	26	69	0.376812	0.609354	0.577778	0.0	0.49635	0.346	1.0	neither	yes	yes	0.3238095238095238	0.0
FBgn0004652_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0004652_sm/chr3R_18399087-18399506__chr3R_18585296-18585648	chr3R:18399087-18399506	chr3R:18585296-18585648	name	100	108	169	347	82	126	0.650794	0.85346	0.82	0.0	0.534884	0.590057	1.0	neither	yes	yes	0.3524804177545692	0.29411764705882354
FBgn0004652_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0004652_sm/chr3R_18412271-18412574__chr3R_18585296-18585648	chr3R:18412271-18412574	chr3R:18585296-18585648	name	45	108	67	347	29	124	0.233871	0.439846	0.644444	0.0	0.198068	0.250499	1.0	neither	yes	yes	0.10638297872340426	0.12
FBgn0039627_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0039627_Spearman/chr3R_29064683-29065106__chr3R_29065872-29066072	chr3R:29064683-29065106	chr3R:29065872-29066072	name	94	78	176	97	58	114	0.508772	0.388339	0.74359	0.0	0.483516	0.387786	1.0	enhancer_hit	yes	yes	0.32211538461538464	0.14285714285714285
FBgn0032820_vm_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0032820_vm_sm/chr2L_19759686-19760051__chr2L_19760541-19760780	chr2L:19759686-19760051	chr2L:19760541-19760780	name	42	22	71	30	12	52	0.230769	0.506746	0.545455	0.0	0.277228	0.262064	1.0	neither	yes	yes	0.15730337078651685	0.14285714285714285
FBgn0004858_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0004858_Spearman/chr2L_14446061-14446392__chr2L_14481618-14482010	chr2L:14446061-14446392	chr2L:14481618-14482010	name	58	97	94	180	38	117	0.324786	0.576291	0.655172	0.0	0.372263	0.325433	1.0	neither	yes	yes	0.21052631578947367	0.15
FBgn0004858_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0004858_Spearman/chr2L_14443791-14444179__chr2L_14484848-14485326	chr2L:14443791-14444179	chr2L:14484848-14485326	name	71	64	118	126	39	96	0.40625	0.475134	0.609375	0.0	0.434426	0.356502	1.0	neither	yes	yes	0.27461139896373055	0.10526315789473684
FBgn0004858_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0004858_Spearman/chr2L_14446061-14446392__chr2L_14446412-14446612	chr2L:14446061-14446392	chr2L:14446412-14446612	name	58	48	94	57	24	82	0.292683	0.435959	0.5	0.0	0.370861	0.26322	1.0	neither	yes	yes	0.2047244094488189	0.23076923076923078
FBgn0004858_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0004858_Spearman/chr2L_14446412-14446612__chr2L_14481618-14482010	chr2L:14446412-14446612	chr2L:14481618-14482010	name	48	97	57	180	35	110	0.318182	0.540625	0.729167	0.0	0.35443	0.323351	1.0	neither	yes	yes	0.2131979695431472	0.1875
FBgn0004858_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0004858_Spearman/chr2L_14481618-14482010__chr2L_14484848-14485326	chr2L:14481618-14482010	chr2L:14484848-14485326	name	97	64	180	126	48	113	0.424779	0.609052	0.75	0.0	0.490196	0.396021	1.0	neither	yes	yes	0.2833333333333333	0.16666666666666666
